Date, Average Temperature,Anomaly, Maximum Temperature,Anomaly, Minimum Temperature,Anomaly
199011,48,6.1,61.9,7.5,34,4.6
199012,28,-3.5,39.6,-3,16.4,-4
199101,26,-2.6,36.5,-3.6,15.4,-1.8
199102,41.8,8.4,57.6,11.8,26.1,5.1
199103,46.8,4.6,60.7,5.7,32.8,3.3
199104,55.8,2.2,68.2,1.5,43.5,3
199105,67,3.5,78.6,2.6,55.4,4.4
199106,76.2,2.8,88,2.1,64.4,3.6
199107,80.1,1.3,93.8,2.1,66.3,0.5
199108,77,-0.3,90.3,0.1,63.8,-0.5
199109,68.3,-0.3,81.6,-0.3,55,-0.3
199110,56.8,0.3,72.1,2.1,41.6,-1.4
199111,36.3,-5.6,46.4,-8,26.2,-3.2
199112,36.3,4.8,45.6,3,26.9,6.5
199201,36.4,7.8,47.4,7.3,25.3,8.1
199202,41.7,8.3,53.7,7.9,29.7,8.7
199203,47.8,5.6,60.6,5.6,34.9,5.4
199204,54.6,1,67.9,1.2,41.2,0.7
199205,62.7,-0.8,75.2,-0.8,50.1,-0.9
199206,68.7,-4.7,79.4,-6.5,57.9,-2.9
199207,75.5,-3.3,87.4,-4.3,63.6,-2.2
199208,70.9,-6.4,82.1,-8.1,59.7,-4.6
199209,67.9,-0.7,81.3,-0.6,54.6,-0.7
199210,56.4,-0.1,70.3,0.3,42.4,-0.6
199211,37.8,-4.1,45.8,-8.6,29.7,0.3
199212,29.5,-2,38.9,-3.7,20.2,-0.2
199301,24.8,-3.8,33.2,-6.9,16.6,-0.6
199302,28.1,-5.3,37.3,-8.5,19,-2
199303,41,-1.2,51.4,-3.6,30.6,1.1
199304,50,-3.6,61.2,-5.5,38.8,-1.7
199305,62.3,-1.2,73.2,-2.8,51.4,0.4
199306,71.6,-1.8,83.3,-2.6,59.8,-1
199307,77.6,-1.2,88.6,-3.1,66.6,0.8
199308,76.9,-0.4,88.5,-1.7,65.2,0.9
199309,63.5,-5.1,76.6,-5.3,50.4,-4.9
199310,53.6,-2.9,66.3,-3.7,41,-2
199311,38.3,-3.6,50.8,-3.6,25.9,-3.5
199312,35.5,4,47,4.4,24,3.6
199401,28.8,0.2,40.2,0.1,17.5,0.3
199402,29.9,-3.5,42.6,-3.2,17.2,-3.8
199403,47.2,5,62.2,7.2,32.2,2.7
199404,53.4,-0.2,67,0.3,39.7,-0.8
199405,64.7,1.2,77.6,1.6,51.8,0.8
199406,77,3.6,90,4.1,64,3.2
199407,75.8,-3,88.7,-3,62.9,-2.9
199408,76.9,-0.4,90.2,0,63.6,-0.7
199409,68,-0.6,81.5,-0.4,54.5,-0.8
199410,57.5,1,70.1,0.1,44.9,1.9
199411,43.8,1.9,54.8,0.4,32.8,3.4
199412,36,4.5,46.3,3.7,25.6,5.2
199501,31.2,2.6,42.3,2.2,20,2.8
199502,39.2,5.8,52.7,6.9,25.8,4.8
199503,43.3,1.1,54.7,-0.3,31.9,2.4
199504,50.4,-3.2,63,-3.7,37.7,-2.8
199505,57.3,-6.2,67.2,-8.8,47.5,-3.5
199506,70.4,-3,82.2,-3.7,58.6,-2.2
199507,78.1,-0.7,91.3,-0.4,64.9,-0.9
199508,80.2,2.9,92.6,2.4,67.8,3.5
199509,66.2,-2.4,78.5,-3.4,53.8,-1.5
199510,56.2,-0.3,71.4,1.4,41,-2
199511,42.1,0.2,57.1,2.7,27.2,-2.2
199512,32.5,1,43.3,0.7,21.6,1.2
199601,27,-1.6,39.8,-0.3,14.1,-3.1
199602,36.2,2.8,51.7,5.9,20.7,-0.3
199603,37.8,-4.4,51.8,-3.2,23.7,-5.8
199604,53.5,-0.1,68.9,2.2,38,-2.5
199605,65.2,1.7,76.7,0.7,53.7,2.7
199606,74.4,1,87,1.1,61.9,1.1
199607,76.8,-2,88.6,-3.1,65,-0.8
199608,74.5,-2.8,85,-5.2,64,-0.3
199609,65,-3.6,76.5,-5.4,53.5,-1.8
199610,56.3,-0.2,69.1,-0.9,43.4,0.4
199611,38.2,-3.7,48.5,-5.9,28,-1.4
199612,32.1,0.6,44.8,2.2,19.4,-1
199701,28.6,0,41.1,1,16.1,-1.1
199702,34.8,1.4,44.7,-1.1,24.8,3.8
199703,46.6,4.4,61.9,6.9,31.3,1.8
199704,48.6,-5,60.7,-6,36.5,-4
199705,60.7,-2.8,74.4,-1.6,47,-4
199706,72.3,-1.1,84.4,-1.5,60.2,-0.6
199707,78.2,-0.6,90.7,-1,65.8,0
199708,75.1,-2.2,86.4,-3.8,63.8,-0.5
199709,69.9,1.3,82.2,0.3,57.6,2.3
199710,56.8,0.3,69.1,-0.9,44.6,1.6
199711,40.2,-1.7,51.1,-3.3,29.3,-0.1
199712,32.2,0.7,39.9,-2.7,24.6,4.2
199801,32.6,4,42.1,2,23.1,5.9
199802,39.6,6.2,49.2,3.4,30.1,9.1
199803,38.2,-4,48,-7,28.4,-1.1
199804,51.9,-1.7,64.2,-2.5,39.6,-0.9
199805,67.9,4.4,81.3,5.3,54.5,3.5
199806,73.6,0.2,87.6,1.7,59.7,-1.1
199807,79.6,0.8,90.6,-1.1,68.5,2.7
199808,77.9,0.6,90.3,0.1,65.5,1.2
199809,74.4,5.8,88,6.1,60.9,5.6
199810,58.5,2,70.7,0.7,46.2,3.2
199811,47.1,5.2,57.7,3.3,36.4,7
199812,34.5,3,46.4,3.8,22.6,2.2
199901,31.7,3.1,42.8,2.7,20.6,3.4
199902,42.8,9.4,56.3,10.5,29.2,8.2
199903,42.8,0.6,54.6,-0.4,31,1.5
199904,53.5,-0.1,65,-1.7,42,1.5
199905,63.1,-0.4,75.5,-0.5,50.7,-0.3
199906,71,-2.4,81.9,-4,60.1,-0.7
199907,80.4,1.6,92.4,0.7,68.5,2.7
199908,77.5,0.2,90.1,-0.1,64.8,0.5
199909,65.4,-3.2,77.7,-4.2,53.1,-2.2
199910,56.5,0,72,2,40.9,-2.1
199911,50.4,8.5,66.2,11.8,34.6,5.2
199912,36.8,5.3,48.9,6.3,24.8,4.4
200001,33.3,4.7,45.5,5.4,21.1,3.9
200002,41,7.6,54.8,9,27.3,6.3
200003,46.3,4.1,57.6,2.6,35,5.5
200004,53.8,0.2,68.5,1.8,39.2,-1.3
200005,66.5,3,79.5,3.5,53.4,2.4
200006,72,-1.4,84.5,-1.4,59.5,-1.3
200007,79,0.2,91.4,-0.3,66.6,0.8
200008,83,5.7,97.2,7,68.7,4.4
200009,71.1,2.5,87.1,5.2,55.2,-0.1
200010,59.4,2.9,71,1,47.7,4.7
200011,36.8,-5.1,47.9,-6.5,25.6,-3.8
200012,24.2,-7.3,34.7,-7.9,13.7,-6.7
200101,31,2.4,41.9,1.8,20.1,2.9
200102,30.4,-3,40.2,-5.6,20.6,-0.4
200103,41.1,-1.1,51.9,-3.1,30.3,0.8
200104,58.3,4.7,71.7,5,44.9,4.4
200105,65.1,1.6,77.5,1.5,52.7,1.7
200106,72.9,-0.5,85.3,-0.6,60.5,-0.3
200107,83,4.2,95.9,4.2,70.1,4.3
200108,79,1.7,92.7,2.5,65.3,1
200109,67.9,-0.7,80.9,-1,54.8,-0.5
200110,56.2,-0.3,70.5,0.5,42,-1
200111,49.2,7.3,62,7.6,36.5,7.1
200112,36.9,5.4,50.3,7.7,23.5,3.1
200201,33.8,5.2,47.3,7.2,20.2,3
200202,35.9,2.5,48.8,3,22.9,1.9
200203,39.2,-3,54.1,-0.9,24.4,-5.1
200204,56.4,2.8,69.9,3.2,42.8,2.3
200205,62.1,-1.4,75.2,-0.8,49,-2
200206,76.9,3.5,89.7,3.8,64.2,3.4
200207,80.7,1.9,93.8,2.1,67.6,1.8
200208,78.4,1.1,90.7,0.5,66.1,1.8
200209,70.4,1.8,84,2.1,56.8,1.5
200210,50.5,-6,60.6,-9.4,40.3,-2.7
200211,42.4,0.5,54.7,0.3,30,0.6
200212,35.5,4,47.6,5,23.4,3
200301,31.8,3.2,44.3,4.2,19.3,2.1
200302,31.3,-2.1,43.1,-2.7,19.6,-1.4
200303,44.2,2,56.7,1.7,31.6,2.1
200304,56.1,2.5,69.2,2.5,42.8,2.3
200305,62.9,-0.6,75.5,-0.5,50.3,-0.7
200306,70.4,-3,82.2,-3.7,58.7,-2.1
200307,81.8,3,96,4.3,67.5,1.7
200308,80.2,2.9,93.7,3.5,66.7,2.4
200309,65.1,-3.5,78.3,-3.6,52,-3.3
200310,58.3,1.8,72.6,2.6,43.9,0.9
200311,42.2,0.3,53.4,-1,31.1,1.7
200312,35.3,3.8,46.5,3.9,24,3.6
200401,30.4,1.8,42.2,2.1,18.5,1.3
200402,31.8,-1.6,43.3,-2.5,20.2,-0.8
200403,49.2,7,61.5,6.5,36.8,7.3
200404,54.9,1.3,67.9,1.2,41.9,1.4
200405,66.9,3.4,80.3,4.3,53.5,2.5
200406,71.2,-2.2,83.2,-2.7,59.2,-1.6
200407,75.2,-3.6,86.6,-5.1,63.9,-1.9
200408,72.7,-4.6,84.9,-5.3,60.4,-3.9
200409,70.8,2.2,84.6,2.7,57,1.7
200410,57.8,1.3,69.3,-0.7,46.4,3.4
200411,44.2,2.3,53.5,-0.9,35,5.6
200412,35.7,4.2,48.7,6.1,22.7,2.3
200501,29.9,1.3,39.2,-0.9,20.7,3.5
200502,39.2,5.8,50.3,4.5,28.1,7.1
200503,44.7,2.5,57.7,2.7,31.7,2.2
200504,55,1.4,67.7,1,42.3,1.8
200505,64.1,0.6,77.5,1.5,50.6,-0.4
200506,74.7,1.3,87,1.1,62.4,1.6
200507,78.7,-0.1,92,0.3,65.4,-0.4
200508,77.3,0,89.1,-1.1,65.4,1.1
200509,72.2,3.6,85.2,3.3,59.1,3.8
200510,57.7,1.2,70.7,0.7,44.7,1.7
200511,46.4,4.5,60.5,6.1,32.2,2.8
200512,30.8,-0.7,41.9,-0.7,19.7,-0.7
200601,41.3,12.7,55.5,15.4,27.1,9.9
200602,34.5,1.1,49.1,3.3,19.9,-1.1
200603,45.6,3.4,58.3,3.3,32.9,3.4
200604,59.6,6,74.9,8.2,44.3,3.8
200605,65.8,2.3,79,3,52.7,1.7
200606,75.8,2.4,89.6,3.7,61.9,1.1
200607,81.1,2.3,94.6,2.9,67.6,1.8
200608,78.8,1.5,90.7,0.5,66.8,2.5
200609,64.4,-4.2,77.7,-4.2,51.2,-4.1
200610,55.1,-1.4,67.7,-2.3,42.4,-0.6
200611,44.6,2.7,58.4,4,30.8,1.4
200612,35.9,4.4,47.4,4.8,24.5,4.1
200701,27,-1.6,36.6,-3.5,17.3,0.1
200702,30,-3.4,40.4,-5.4,19.7,-1.3
200703,52.3,10.1,64.5,9.5,40.1,10.6
200704,50.9,-2.7,62.5,-4.2,39.3,-1.2
200705,65.9,2.4,77.1,1.1,54.8,3.8
200706,72.3,-1.1,83.6,-2.3,61,0.2
200707,78,-0.8,89.7,-2,66.3,0.5
200708,81.5,4.2,93.4,3.2,69.6,5.3
200709,70.5,1.9,83.7,1.8,57.3,2
200710,59.1,2.6,72.8,2.8,45.3,2.3
200711,44.1,2.2,59.1,4.7,29.2,-0.2
200712,29.3,-2.2,39,-3.6,19.6,-0.8
200801,30,1.4,42.1,2,17.9,0.7
200802,32.3,-1.1,43.8,-2,20.7,-0.3
200803,43.2,1,56.6,1.6,29.9,0.4
200804,50.5,-3.1,63.3,-3.4,37.7,-2.8
200805,63,-0.5,76.2,0.2,49.7,-1.3
200806,73.8,0.4,86.6,0.7,61,0.2
200807,78.6,-0.2,91.2,-0.5,66,0.2
200808,75.2,-2.1,86.3,-3.9,64.2,-0.1
200809,66.4,-2.2,78.2,-3.7,54.6,-0.7
200810,55.4,-1.1,67.9,-2.1,42.9,-0.1
200811,44.6,2.7,56.8,2.4,32.5,3.1
200812,29.9,-1.6,42.2,-0.4,17.6,-2.8
200901,31.4,2.8,44.7,4.6,18,0.8
200902,39.7,6.3,55.1,9.3,24.4,3.4
200903,44.4,2.2,58.3,3.3,30.6,1.1
200904,52.1,-1.5,65,-1.7,39.1,-1.4
200905,63,-0.5,75,-1,51,0
200906,74.4,1,86.4,0.5,62.4,1.6
200907,75.6,-3.2,88,-3.7,63.2,-2.6
200908,74.4,-2.9,86.7,-3.5,62.2,-2.1
200909,65.3,-3.3,76.6,-5.3,54,-1.3
200910,48.8,-7.7,58.9,-11.1,38.8,-4.2
200911,47.6,5.7,59.6,5.2,35.6,6.2
200912,26.5,-5,36.6,-6,16.3,-4.1
201001,27.2,-1.4,36.9,-3.2,17.6,0.4
201002,29.9,-3.5,38.8,-7,21,0
201003,44.2,2,55.5,0.5,32.9,3.4
201004,57.8,4.2,71,4.3,44.7,4.2
201005,62.1,-1.4,73.9,-2.1,50.2,-0.8
201006,77,3.6,89.1,3.2,64.8,4
201007,79.6,0.8,90.9,-0.8,68.2,2.4
201008,79.7,2.4,93,2.8,66.4,2.1
201009,70.8,2.2,84.5,2.6,57.1,1.8
201010,59.1,2.6,74.3,4.3,44,1
201011,43.6,1.7,56.8,2.4,30.4,1
201012,32.3,0.8,44,1.4,20.6,0.2
201101,27.3,-1.3,39.4,-0.7,15.2,-2
201102,30.2,-3.2,43.4,-2.4,17,-4
201103,44.1,1.9,56.2,1.2,32,2.5
201104,55.2,1.6,69.1,2.4,41.2,0.7
201105,62.6,-0.9,75.8,-0.2,49.3,-1.7
201106,76.8,3.4,90.6,4.7,63,2.2
201107,84.9,6.1,98.7,7,71.1,5.3
201108,80.9,3.6,94.3,4.1,67.5,3.2
201109,66.2,-2.4,80.5,-1.4,51.8,-3.5
201110,57.5,1,72,2,42.9,-0.1
201111,43.7,1.8,56.4,2,31,1.6
201112,33.1,1.6,43.2,0.6,23,2.6
201201,36.1,7.5,49.7,9.6,22.5,5.3
201202,37.1,3.7,48.6,2.8,25.6,4.6
201203,55.5,13.3,69.2,14.2,41.8,12.3
201204,59.2,5.6,71.8,5.1,46.7,6.2
201205,69,5.5,83.4,7.4,54.7,3.7
201206,77.5,4.1,92,6.1,63,2.2
201207,84.4,5.6,99.1,7.4,69.7,3.9
201208,76.5,-0.8,91.3,1.1,61.7,-2.6
201209,68.2,-0.4,82.8,0.9,53.6,-1.7
201210,54,-2.5,67.6,-2.4,40.4,-2.6
201211,46.5,4.6,62.2,7.8,30.7,1.3
201212,34.6,3.1,46.9,4.3,22.2,1.8
201301,32.3,3.7,44.5,4.4,20.2,3
201302,33.6,0.2,45.6,-0.2,21.6,0.6
201303,40.3,-1.9,52.8,-2.2,27.8,-1.7
201304,48.4,-5.2,61.1,-5.6,35.8,-4.7
201305,63.3,-0.2,76.4,0.4,50.2,-0.8
201306,75.2,1.8,88.7,2.8,61.6,0.8
201307,77.2,-1.6,89.7,-2,64.8,-1
201308,76.5,-0.8,87.7,-2.5,65.4,1.1
201309,72.1,3.5,85.3,3.4,58.8,3.5
201310,55.2,-1.3,68.4,-1.6,42,-1
201311,41.3,-0.6,53.6,-0.8,29,-0.4
201312,29.2,-2.3,41.6,-1,16.8,-3.6
201401,29.6,1,43.1,3,16,-1.2
201402,27.8,-5.6,38.6,-7.2,17,-4
201403,40.6,-1.6,55.1,0.1,26.1,-3.4
201404,54,0.4,68.3,1.6,39.6,-0.9
201405,64.7,1.2,78.9,2.9,50.5,-0.5
201406,73.6,0.2,85,-0.9,62.1,1.3
201407,75.4,-3.4,87.9,-3.8,63,-2.8
201408,78.3,1,91.4,1.2,65.2,0.9
201409,68.2,-0.4,80.9,-1,55.6,0.3
201410,58.9,2.4,72.7,2.7,45.1,2.1
201411,38.5,-3.4,51.8,-2.6,25.1,-4.3
201412,34.6,3.1,43.1,0.5,26.1,5.7
201501,32.1,3.5,44.8,4.7,19.4,2.2
201502,31.2,-2.2,44,-1.8,18.4,-2.6
201503,46.8,4.6,61.7,6.7,31.8,2.3
201504,56.4,2.8,69.6,2.9,43.1,2.6
201505,61.7,-1.8,72.3,-3.7,51.1,0.1
201506,75.8,2.4,87.8,1.9,63.8,3
201507,78.9,0.1,90.8,-0.9,67,1.2
201508,75.2,-2.1,87.7,-2.5,62.6,-1.7
201509,74.2,5.6,87,5.1,61.3,6
201510,59.2,2.7,72.1,2.1,46.4,3.4
201511,46.5,4.6,58.5,4.1,34.5,5.1
201512,37.6,6.1,48.2,5.6,27.1,6.7
201601,32,3.4,42.8,2.7,21.2,4
201602,40.8,7.4,54.2,8.4,27.3,6.3
201603,49.7,7.5,64.8,9.8,34.5,5
201604,56.3,2.7,69.5,2.8,43.1,2.6
201605,61.6,-1.9,73.5,-2.5,49.7,-1.3
201606,77.5,4.1,90.6,4.7,64.4,3.6
201607,79.7,0.9,91.4,-0.3,68,2.2
201608,76.4,-0.9,87.7,-2.5,65.2,0.9
201609,70.8,2.2,83.3,1.4,58.3,3
201610,61.5,5,76,6,47,4
201611,49.9,8,63.8,9.4,36,6.6
201612,29.8,-1.7,42,-0.6,17.6,-2.8
201701,33,4.4,43.6,3.5,22.3,5.1
201702,43.1,9.7,57.9,12.1,28.4,7.4
201703,48.9,6.7,62.5,7.5,35.4,5.9
201704,55.6,2,67.3,0.6,43.9,3.4
201705,62.2,-1.3,75,-1,49.3,-1.7
201706,75.1,1.7,88.2,2.3,61.8,1
201707,80.1,1.3,92.7,1,67.5,1.7
201708,73.1,-4.2,85,-5.2,61.2,-3.1
201709,70.5,1.9,83.8,1.9,57.1,1.8
201710,57.6,1.1,71.1,1.1,44.2,1.2
201711,45.2,3.3,57.7,3.3,32.7,3.3
201712,33.6,2.1,46.3,3.7,20.8,0.4
201801,29.9,1.3,43.4,3.3,16.4,-0.8
201802,31.9,-1.5,44.6,-1.2,19.1,-1.9
201803,45.9,3.7,60.2,5.2,31.6,2.1
201804,47.6,-6,62.2,-4.5,33.1,-7.4
201805,71.1,7.6,84.6,8.6,57.7,6.7
201806,78.2,4.8,91,5.1,65.3,4.5
201807,78.7,-0.1,91.1,-0.6,66.3,0.5
201808,75.7,-1.6,87.4,-2.8,64.1,-0.2
201809,70.1,1.5,81,-0.9,59.1,3.8
201810,53.6,-2.9,65,-5,42.3,-0.7
201811,38.2,-3.7,49.8,-4.6,26.5,-2.9
201812,34.3,2.8,45.4,2.8,23.2,2.8
201901,31.3,2.7,41,0.9,21.5,4.3
201902,27.9,-5.5,37.7,-8.1,18,-3
201903,39.4,-2.8,50.3,-4.7,28.5,-1
201904,55.4,1.8,69.6,2.9,41.3,0.8
201905,60.5,-3,71.3,-4.7,49.7,-1.3
201906,72.4,-1,85,-0.9,59.8,-1
201907,78.6,-0.2,91.2,-0.5,66.1,0.3
201908,77.1,-0.2,88.3,-1.9,65.9,1.6
201909,75.2,6.6,87.2,5.3,63.2,7.9
201910,51.1,-5.4,64.1,-5.9,38,-5
201911,40.2,-1.7,53.8,-0.6,26.6,-2.8
201912,36.7,5.2,48.6,6,24.8,4.4
202001,34,5.4,44.8,4.7,23.1,5.9
202002,34.9,1.5,46.7,0.9,23,2
202003,47.9,5.7,59.7,4.7,36.2,6.7
202004,52.7,-0.9,67.5,0.8,37.8,-2.7
202005,61.7,-1.8,73.6,-2.4,49.7,-1.3
202006,77.7,4.3,91.2,5.3,64.2,3.4
202007,79.2,0.4,90.7,-1,67.7,1.9
202008,76.4,-0.9,89.1,-1.1,63.6,-0.7
202009,66.3,-2.3,79.8,-2.1,52.8,-2.5
202010,52.6,-3.9,66,-4,39.3,-3.7
202011,48.1,6.2,62.2,7.8,33.9,4.5
202012,35.9,4.4,48.2,5.6,23.5,3.1
202101,34,5.4,44.5,4.4,23.6,6.4
202102,24.1,-9.3,34.8,-11,13.3,-7.7
202103,48.1,5.9,60.6,5.6,35.5,6
202104,52.5,-1.1,65.8,-0.9,39.2,-1.3
202105,61.9,-1.6,72.6,-3.4,51.1,0.1
202106,75.8,2.4,88.4,2.5,63.3,2.5
202107,77.7,-1.1,89.8,-1.9,65.6,-0.2
202108,79.1,1.8,91.9,1.7,66.2,1.9
202109,73.3,4.7,87.7,5.8,58.9,3.6
202110,59.1,2.6,72.7,2.7,45.5,2.5
202111,46.7,4.8,60.3,5.9,33.2,3.8
202112,41.1,9.6,56.2,13.6,26,5.6
202201,29.8,1.2,43.5,3.4,16.2,-1
202202,31.8,-1.6,46.6,0.8,17.1,-3.9
202203,44.1,1.9,58.6,3.6,29.6,0.1
202204,54.1,0.5,69,2.3,39.2,-1.3
202205,64.7,1.2,76.9,0.9,52.4,1.4
202206,75.8,2.4,88.3,2.4,63.4,2.6
202207,81.1,2.3,94.2,2.5,67.9,2.1
202208,79.2,1.9,93.3,3.1,65.1,0.8
202209,72,3.4,87.2,5.3,56.8,1.5
202210,57.7,1.2,73.5,3.5,42,-1
202211,41.1,-0.8,54.3,-0.1,27.9,-1.5
202212,30.6,-0.9,42.7,0.1,18.6,-1.8
202301,33.1,4.5,43.7,3.6,22.4,5.2
202302,35.3,1.9,49.5,3.7,21,0
202303,42.1,-0.1,54.5,-0.5,29.7,0.2
202304,54.7,1.1,70.4,3.7,39,-1.5
